"Status_Checking_Acc","Duration_in_Months","Credit_History","Savings_Acc","Purposre_Credit_Taken","Age","Property","Default_On_Payment","Duration_Monthwise","Duration_Dummy","Account_Status","Cedit_History_Dummy","Purpose_for_Credit","Savings_Acc_Dummy","Property_Dummy","Default_On_Payment1","predicted"
"A13","21","A34","A61","A46",33,"A123",1,"20to40",2,3,4,6,0,3,"1",0.224163402059529
"A12","45","A32","A62","A43",21,"A122",1,"morethan40",3,2,2,3,1,2,"1",0.557141104072517
"A11","12","A34","A61","A42",60,"A122",1,"lessthan20",1,1,4,2,0,2,"1",0.245262259175465
"A11","30","A32","A61","A42",23,"A121",1,"20to40",2,1,2,2,0,1,"1",0.573483820756301
"A12","12","A32","A61","A45",30,"A123",1,"lessthan20",1,2,2,5,0,3,"1",0.41609246923377
"A14","36","A32","A61","A41",32,"A124",0,"20to40",2,4,2,1,0,4,"0",0.31801567541949
"A14","24","A32","A61","A40",43,"A122",0,"20to40",2,4,2,0,0,2,"0",0.194824342367194
"A11","12","A30","A61","A43",28,"A122",1,"lessthan20",1,1,0,3,0,2,"1",0.680083286691357
"A11","30","A32","A61","A43",39,"A122",0,"20to40",2,1,2,3,0,2,"0",0.581666040856957
"A13","12","A32","A61","A43",23,"A121",0,"lessthan20",1,3,2,3,0,1,"0",0.211211722993315
"A12","30","A32","A61","A40",24,"A124",1,"20to40",2,2,2,0,0,4,"1",0.623851346892928
"A11","14","A32","A61","A40",22,"A124",0,"lessthan20",1,1,2,0,0,4,"0",0.658292387255499
"A12","18","A33","A65","A40",43,"A123",0,"lessthan20",1,2,3,0,4,3,"0",0.154012804301566
"A12","9","A32","A61","A43",27,"A123",0,"lessthan20",1,2,2,3,0,3,"0",0.431050472870803
"A14","24","A32","A61","A48",27,"A123",0,"20to40",2,4,2,8,0,3,"0",0.263459777740532
"A11","42","A32","A61","A42",45,"A122",0,"morethan40",3,1,2,2,0,2,"0",0.67081210962346
"A11","12","A32","A65","A40",23,"A123",1,"lessthan20",1,1,2,0,4,3,"1",0.378838206265171
"A12","21","A32","A61","A49",39,"A122",1,"20to40",2,2,2,9,0,2,"1",0.423486894539172
"A12","9","A32","A65","A40",33,"A121",0,"lessthan20",1,2,2,0,4,1,"0",0.151496584620839
"A14","15","A34","A62","A46",31,"A123",0,"lessthan20",1,4,4,6,1,3,"0",0.0785716363951904
"A14","24","A34","A62","A40",27,"A122",0,"20to40",2,4,4,0,1,2,"0",0.104133275366623
"A13","15","A34","A63","A41",36,"A123",0,"lessthan20",1,3,4,1,2,3,"0",0.107080787729322
"A12","18","A32","A64","A49",36,"A121",0,"lessthan20",1,2,2,9,3,1,"0",0.162739487676744
"A14","6","A33","A62","A49",34,"A121",0,"lessthan20",1,4,3,9,1,1,"0",0.0637078310793009
"A11","18","A32","A61","A43",26,"A121",1,"lessthan20",1,1,2,3,0,1,"1",0.448371656224298
"A14","20","A34","A65","A40",44,"A121",0,"20to40",2,4,4,0,4,1,"0",0.0356331108533412
"A12","9","A32","A61","A43",25,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.316658343806951
"A14","18","A32","A61","A42",47,"A122",0,"lessthan20",1,4,2,2,0,2,"0",0.12496821360073
"A12","16","A34","A61","A40",68,"A123",0,"lessthan20",1,2,4,0,0,3,"0",0.178449688879171
"A14","12","A32","A65","A43",37,"A124",0,"lessthan20",1,4,2,3,4,4,"0",0.101463871386409
"A12","18","A33","A65","A40",43,"A123",0,"lessthan20",1,2,3,0,4,3,"0",0.154012804301566
"A14","18","A32","A61","A43",32,"A124",0,"lessthan20",1,4,2,3,0,4,"0",0.225075793918182
"A14","30","A34","A61","A43",25,"A123",0,"20to40",2,4,4,3,0,3,"0",0.15736739378302
"A14","18","A33","A61","A49",28,"A123",1,"lessthan20",1,4,3,9,0,3,"1",0.133655687090398
"A11","36","A32","A61","A40",24,"A123",1,"20to40",2,1,2,0,0,3,"1",0.694670197899726
"A11","18","A34","A61","A42",24,"A121",1,"lessthan20",1,1,4,2,0,1,"1",0.289266532678962
"A11","9","A34","A61","A40",36,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.261247857533339
"A11","12","A32","A61","A42",20,"A123",1,"lessthan20",1,1,2,2,0,3,"1",0.599273593205888
"A14","18","A30","A61","A49",36,"A123",1,"lessthan20",1,4,0,9,0,3,"1",0.292543801422693
"A12","12","A32","A64","A42",19,"A121",0,"lessthan20",1,2,2,2,3,1,"0",0.208153383344594
"A14","30","A34","A61","A43",26,"A123",0,"20to40",2,4,4,3,0,3,"0",0.155591545656755
"A11","36","A32","A61","A43",31,"A123",1,"20to40",2,1,2,3,0,3,"1",0.667412742585532
"A11","18","A32","A61","A43",27,"A123",0,"lessthan20",1,1,2,3,0,3,"0",0.573906363846552
"A14","36","A34","A61","A42",23,"A122",1,"20to40",2,4,4,2,0,2,"1",0.130126223562059
"A14","48","A34","A65","A41",38,"A123",0,"morethan40",3,4,4,1,4,3,"0",0.0947563481246745
"A12","18","A34","A61","A43",33,"A123",1,"lessthan20",1,2,4,3,0,3,"1",0.252117653711121
"A11","24","A32","A61","A42",23,"A121",1,"20to40",2,1,2,2,0,1,"1",0.573483820756301
"A14","48","A32","A65","A49",38,"A121",1,"morethan40",3,4,2,9,4,1,"1",0.106217394858097
"A13","30","A34","A65","A43",49,"A122",0,"20to40",2,3,4,3,4,2,"0",0.0716113983115925
"A13","9","A32","A62","A43",49,"A121",0,"lessthan20",1,3,2,3,1,1,"0",0.131608447824861
"A11","24","A31","A61","A43",24,"A123",1,"20to40",2,1,1,3,0,3,"1",0.760462114884034
"A12","12","A32","A61","A43",26,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.313754260346518
"A14","9","A32","A61","A42",20,"A123",0,"lessthan20",1,4,2,2,0,3,"0",0.210206412181869
"A14","24","A32","A63","A43",35,"A123",1,"20to40",2,4,2,3,2,3,"1",0.179143096504954
"A14","18","A34","A61","A43",33,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.0963811375509123
"A11","15","A32","A61","A40",36,"A121",0,"lessthan20",1,1,2,0,0,1,"0",0.423008667015147
"A14","24","A34","A64","A40",37,"A121",0,"20to40",2,4,4,0,3,1,"0",0.0481241241911118
"A12","45","A34","A62","A41",27,"A123",0,"morethan40",3,2,4,1,1,3,"0",0.425544481080901
"A12","6","A33","A61","A42",35,"A122",0,"lessthan20",1,2,3,2,0,2,"0",0.269230021122914
"A14","18","A34","A61","A43",24,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.107454531841158
"A14","24","A34","A61","A42",33,"A123",0,"20to40",2,4,4,2,0,3,"0",0.144905749939296
"A12","12","A32","A61","A43",26,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.313754260346518
"A11","12","A32","A61","A42",42,"A123",0,"lessthan20",1,1,2,2,0,3,"0",0.526586823037541
"A14","6","A34","A65","A43",36,"A124",0,"lessthan20",1,4,4,3,4,4,"0",0.0523185092852793
"A12","6","A32","A61","A43",26,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.313754260346518
"A11","15","A32","A61","A43",27,"A121",0,"lessthan20",1,1,2,3,0,1,"0",0.44504633679761
"A12","24","A33","A65","A42",29,"A122",0,"20to40",2,2,3,2,4,2,"0",0.207057038686236
"A12","36","A34","A61","A41",34,"A123",0,"20to40",2,2,4,1,0,3,"0",0.34810440706432
"A14","21","A33","A62","A42",34,"A121",0,"20to40",2,4,3,2,1,1,"0",0.103221396370451
"A12","18","A32","A61","A41",21,"A123",0,"lessthan20",1,2,2,1,0,3,"0",0.456129238371315
"A11","24","A31","A63","A42",30,"A124",1,"20to40",2,1,1,2,2,4,"1",0.712071632307962
"A11","24","A31","A61","A40",29,"A124",1,"20to40",2,1,1,0,0,4,"1",0.798759578564282
"A14","42","A32","A65","A43",29,"A122",0,"morethan40",3,4,2,3,4,2,"0",0.156182337608472
"A14","18","A34","A64","A43",46,"A123",0,"lessthan20",1,4,4,3,3,3,"0",0.0443152069317475
"A14","18","A34","A62","A46",30,"A121",1,"lessthan20",1,4,4,6,1,1,"1",0.0489404027789307
"A12","15","A33","A64","A45",61,"A122",1,"lessthan20",1,2,3,5,3,2,"1",0.115291040359433
"A11","24","A32","A65","A42",30,"A122",0,"20to40",2,1,2,2,4,2,"0",0.39740046785015
"A12","24","A32","A63","A41",28,"A123",1,"20to40",2,2,2,1,2,3,"1",0.436265763497898
"A14","36","A32","A63","A40",36,"A122",0,"20to40",2,4,2,0,2,2,"0",0.146350581923044
"A11","12","A34","A61","A40",29,"A121",1,"lessthan20",1,1,4,0,0,1,"1",0.279828248584881
"A12","9","A32","A65","A42",24,"A123",0,"lessthan20",1,2,2,2,4,3,"0",0.248950724173677
"A14","54","A30","A65","A41",39,"A122",0,"morethan40",3,4,0,1,4,2,"0",0.255119915219051
"A11","10","A34","A65","A42",27,"A121",0,"lessthan20",1,1,4,2,4,1,"0",0.139821087555943
"A14","12","A34","A65","A46",61,"A123",0,"lessthan20",1,4,4,6,4,3,"0",0.0286470846169996
"A11","24","A32","A61","A43",30,"A123",1,"20to40",2,1,2,3,0,3,"1",0.670392447208639
"A12","24","A33","A62","A49",36,"A123",0,"20to40",2,2,3,9,1,3,"0",0.356003712643889
"A11","24","A32","A61","A42",24,"A121",0,"20to40",2,1,2,2,0,1,"0",0.570189723165104
"A12","9","A32","A63","A43",66,"A121",0,"lessthan20",1,2,2,3,2,1,"0",0.146849844671739
"A11","10","A32","A61","A43",52,"A121",0,"lessthan20",1,1,2,3,0,1,"0",0.364227911448219
"A13","12","A32","A61","A40",26,"A121",0,"lessthan20",1,3,2,0,0,1,"0",0.209715649551541
"A14","36","A30","A61","A45",27,"A123",0,"20to40",2,4,0,5,0,3,"0",0.433485157797931
"A11","12","A32","A61","A41",35,"A124",1,"lessthan20",1,1,2,1,0,4,"1",0.615463413258272
"A14","12","A32","A65","A40",45,"A122",0,"lessthan20",1,4,2,0,4,2,"0",0.0586431417390413
"A11","6","A31","A61","A46",35,"A124",1,"lessthan20",1,1,1,6,0,4,"1",0.686240310089349
"A14","21","A34","A65","A40",30,"A124",1,"20to40",2,4,4,0,4,4,"1",0.088501681521146
"A12","26","A32","A61","A41",30,"A123",0,"20to40",2,2,2,1,0,3,"0",0.538795112899649
"A14","18","A34","A61","A42",35,"A123",0,"lessthan20",1,4,4,2,0,3,"0",0.0949575040440738
"A13","12","A32","A61","A42",33,"A122",0,"lessthan20",1,3,2,2,0,2,"0",0.234608585838711
"A12","24","A32","A62","A43",29,"A123",0,"20to40",2,2,2,3,1,3,"0",0.482176243133192
"A14","30","A32","A65","A43",58,"A123",0,"20to40",2,4,2,3,4,3,"0",0.0936091626045724
"A14","24","A32","A65","A43",44,"A123",1,"20to40",2,4,2,3,4,3,"1",0.110860250456218
"A14","12","A33","A61","A41",41,"A121",0,"lessthan20",1,4,3,1,0,1,"0",0.0773571943901781
"A14","24","A34","A61","A410",27,"A124",0,"20to40",2,4,4,10,0,4,"0",0.179642591177281
"A14","10","A32","A61","A43",38,"A122",0,"lessthan20",1,4,2,3,0,2,"0",0.137576496307044
"A11","12","A34","A61","A40",29,"A121",1,"lessthan20",1,1,4,0,0,1,"1",0.279828248584881
"A14","15","A32","A65","A42",33,"A121",0,"lessthan20",1,4,2,2,4,1,"0",0.0524229171521853
"A13","21","A32","A62","A40",28,"A123",0,"20to40",2,3,2,0,1,3,"0",0.353912411376462
"A14","12","A32","A61","A42",31,"A121",0,"lessthan20",1,4,2,2,0,1,"0",0.120236675184624
"A14","6","A32","A63","A44",62,"A121",0,"lessthan20",1,4,2,4,2,1,"0",0.0538138389169402
"A14","15","A32","A65","A40",29,"A124",0,"lessthan20",1,4,2,0,4,4,"0",0.114855948516332
"A12","36","A32","A61","A43",24,"A123",0,"20to40",2,2,2,3,0,3,"0",0.553620981866217
"A11","24","A32","A61","A40",23,"A123",1,"20to40",2,1,2,0,0,3,"1",0.697516376183788
"A14","12","A34","A65","A45",23,"A121",0,"lessthan20",1,4,4,5,4,1,"0",0.0287362070814773
"A14","15","A32","A65","A42",33,"A121",0,"lessthan20",1,4,2,2,4,1,"0",0.0524229171521853
"A12","9","A34","A61","A43",37,"A121",0,"lessthan20",1,2,4,3,0,1,"0",0.159804981766176
"A14","18","A32","A61","A49",34,"A123",0,"lessthan20",1,4,2,9,0,3,"0",0.170058704454626
"A14","6","A32","A61","A43",29,"A121",0,"lessthan20",1,4,2,3,0,1,"0",0.121988218671545
"A12","14","A32","A63","A49",35,"A121",0,"lessthan20",1,2,2,9,2,1,"0",0.196997926254988
"A11","36","A32","A61","A41",26,"A122",1,"20to40",2,1,2,1,0,2,"1",0.628415818717274
"A14","15","A32","A65","A43",40,"A121",0,"lessthan20",1,4,2,3,4,1,"0",0.0474621795094317
"A14","36","A33","A65","A49",27,"A123",1,"20to40",2,4,3,9,4,3,"1",0.0927499780122342
"A14","28","A34","A61","A43",29,"A123",0,"20to40",2,4,4,3,0,3,"0",0.150362013940499
"A14","24","A33","A61","A41",35,"A123",0,"20to40",2,4,3,1,0,3,"0",0.193558071794165
"A14","12","A32","A65","A40",52,"A124",0,"lessthan20",1,4,2,0,4,4,"0",0.0869452306533861
"A11","20","A34","A61","A42",24,"A122",0,"20to40",2,1,4,2,0,2,"0",0.45334205267289
"A12","15","A31","A62","A40",34,"A122",1,"lessthan20",1,2,1,0,1,2,"1",0.388296036754891
"A11","24","A32","A61","A43",28,"A123",0,"20to40",2,1,2,3,0,3,"0",0.67631079190678
"A12","36","A32","A61","A40",57,"A124",1,"20to40",2,2,2,0,0,4,"1",0.515480111961706
"A11","15","A32","A61","A40",28,"A123",0,"lessthan20",1,1,2,0,0,3,"0",0.578278901375262
"A14","30","A32","A63","A43",30,"A123",0,"20to40",2,4,2,3,2,3,"0",0.189249660632454
"A11","18","A32","A61","A40",23,"A123",1,"lessthan20",1,1,2,0,0,3,"1",0.594592343764376
"A11","36","A34","A61","A42",46,"A122",0,"20to40",2,1,4,2,0,2,"0",0.381504329546974
"A12","11","A33","A61","A43",51,"A122",0,"lessthan20",1,2,3,3,0,2,"0",0.227188987585374
"A11","12","A32","A62","A43",20,"A122",1,"lessthan20",1,1,2,3,1,2,"1",0.478354360463003
"A11","12","A30","A61","A43",28,"A122",1,"lessthan20",1,1,0,3,0,2,"1",0.680083286691357
"A11","6","A34","A61","A40",40,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.250995585288351
"A11","9","A32","A61","A40",27,"A124",1,"lessthan20",1,1,2,0,0,4,"1",0.643003210007816
"A11","24","A32","A65","A40",29,"A123",1,"20to40",2,1,2,0,4,3,"1",0.46936556374547
"A12","15","A30","A61","A40",26,"A121",1,"lessthan20",1,2,0,0,0,1,"1",0.494448152945366
"A11","12","A32","A61","A42",21,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.53238671404681
"A12","9","A32","A61","A46",67,"A122",0,"lessthan20",1,2,2,6,0,2,"0",0.248552185195188
"A14","6","A34","A61","A43",28,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.102401057279329
"A13","12","A34","A63","A40",66,"A124",0,"lessthan20",1,3,4,0,2,4,"0",0.0949338436790001
"A13","12","A31","A61","A49",26,"A121",1,"lessthan20",1,3,1,9,0,1,"1",0.258038513404819
"A13","24","A32","A63","A43",57,"A123",0,"20to40",2,3,2,3,2,3,"0",0.223952133940385
"A12","13","A34","A61","A43",23,"A121",0,"lessthan20",1,2,4,3,0,1,"0",0.18674183419862
"A14","18","A32","A61","A49",34,"A123",0,"lessthan20",1,4,2,9,0,3,"0",0.170058704454626
"A11","21","A31","A65","A40",40,"A122",1,"20to40",2,1,1,0,4,2,"1",0.458740344530546
"A11","8","A34","A61","A40",47,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.233708383577164
"A14","24","A34","A65","A41",46,"A122",0,"20to40",2,4,4,1,4,2,"0",0.0440954599369212
"A14","36","A34","A61","A42",23,"A122",1,"20to40",2,4,4,2,0,2,"1",0.130126223562059
"A14","60","A32","A62","A43",21,"A121",0,"morethan40",3,4,2,3,1,1,"0",0.234973691819952
"A12","48","A32","A61","A43",22,"A121",0,"morethan40",3,2,2,3,0,1,"0",0.543942047275368
"A11","30","A32","A61","A43",39,"A122",0,"20to40",2,1,2,3,0,2,"0",0.581666040856957
"A13","12","A32","A61","A42",33,"A122",0,"lessthan20",1,3,2,2,0,2,"0",0.234608585838711
"A14","12","A32","A65","A43",21,"A123",0,"lessthan20",1,4,2,3,4,3,"0",0.0975230704919636
"A11","6","A32","A62","A40",43,"A122",0,"lessthan20",1,1,2,0,1,2,"0",0.409816651173721
"A12","9","A32","A65","A42",24,"A123",0,"lessthan20",1,2,2,2,4,3,"0",0.248950724173677
"A12","20","A33","A65","A41",36,"A122",0,"20to40",2,2,3,1,4,2,"0",0.193647249313488
"A12","18","A30","A61","A42",33,"A123",0,"lessthan20",1,2,0,2,0,3,"0",0.594167271060662
"A11","24","A32","A61","A41",29,"A124",0,"20to40",2,1,2,1,0,4,"0",0.731761374439193
"A13","12","A32","A61","A42",33,"A122",0,"lessthan20",1,3,2,2,0,2,"0",0.234608585838711
"A12","18","A32","A63","A43",25,"A121",0,"lessthan20",1,2,2,3,2,1,"0",0.230072090154329
"A12","24","A34","A62","A43",38,"A124",1,"20to40",2,2,4,3,1,4,"1",0.340242363385757
"A11","24","A32","A65","A42",30,"A122",0,"20to40",2,1,2,2,4,2,"0",0.39740046785015
"A12","18","A32","A61","A49",33,"A121",0,"lessthan20",1,2,2,9,0,1,"0",0.28099667963719
"A11","40","A34","A61","A46",27,"A124",1,"morethan40",3,1,4,6,0,4,"1",0.668559759103221
"A11","24","A32","A61","A43",64,"A121",0,"20to40",2,1,2,3,0,1,"0",0.433890729312581
"A11","12","A32","A61","A42",42,"A123",0,"lessthan20",1,1,2,2,0,3,"0",0.526586823037541
"A14","12","A34","A65","A43",33,"A122",1,"lessthan20",1,4,4,3,4,2,"1",0.0330917660969562
"A11","48","A32","A61","A41",26,"A122",0,"morethan40",3,1,2,1,0,2,"0",0.726699788440757
"A11","10","A34","A61","A40",49,"A122",0,"lessthan20",1,1,4,0,0,2,"0",0.277852233706772
"A12","12","A32","A62","A49",23,"A121",0,"lessthan20",1,2,2,9,1,1,"0",0.264181369097296
"A14","12","A31","A63","A48",35,"A121",0,"lessthan20",1,4,1,8,2,1,"0",0.101476169834434
"A12","18","A32","A61","A41",21,"A123",0,"lessthan20",1,2,2,1,0,3,"0",0.456129238371315
"A12","16","A34","A61","A40",68,"A123",0,"lessthan20",1,2,4,0,0,3,"0",0.178449688879171
"A14","30","A32","A65","A41",24,"A122",0,"20to40",2,4,2,1,4,2,"0",0.113926005063667
"A14","48","A34","A65","A49",46,"A123",0,"morethan40",3,4,4,9,4,3,"0",0.0795737252202145
"A14","24","A34","A61","A43",47,"A124",0,"20to40",2,4,4,3,0,4,"0",0.152557314859485
"A14","24","A33","A65","A40",54,"A123",0,"20to40",2,4,3,0,4,3,"0",0.0724469318749156
"A14","11","A34","A61","A40",35,"A123",0,"lessthan20",1,4,4,0,0,3,"0",0.0967694623244802
"A11","9","A32","A61","A43",22,"A122",1,"lessthan20",1,1,2,3,0,2,"1",0.526430660599961
"A11","12","A32","A64","A40",31,"A122",0,"lessthan20",1,1,2,0,3,2,"0",0.344793211960808
"A12","18","A33","A61","A45",44,"A121",0,"lessthan20",1,2,3,5,0,1,"0",0.196196848730905
"A11","24","A32","A61","A43",21,"A121",1,"20to40",2,1,2,3,0,1,"1",0.577503834741203
"A11","21","A32","A61","A43",25,"A121",1,"20to40",2,1,2,3,0,1,"1",0.564321134381337
"A12","60","A33","A65","A43",27,"A121",0,"morethan40",3,2,3,3,4,1,"0",0.243600067728848
"A11","9","A34","A61","A40",36,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.261247857533339
"A14","24","A32","A61","A48",27,"A123",0,"20to40",2,4,2,8,0,3,"0",0.263459777740532
"A14","36","A32","A65","A49",37,"A122",0,"20to40",2,4,2,9,4,2,"0",0.0903162357177044
"A12","11","A32","A64","A42",20,"A121",0,"lessthan20",1,2,2,2,3,1,"0",0.205944499754414
"A11","48","A30","A61","A42",53,"A124",1,"morethan40",3,1,0,2,0,4,"1",0.864338154032559
"A12","24","A34","A65","A49",34,"A124",0,"20to40",2,2,4,9,4,4,"0",0.209289258730089
"A11","24","A32","A61","A40",45,"A121",1,"20to40",2,1,2,0,0,1,"1",0.505248275550803
"A11","15","A33","A61","A42",27,"A122",0,"lessthan20",1,1,3,2,0,2,"0",0.421766567417244
"A11","18","A32","A61","A40",23,"A123",1,"lessthan20",1,1,2,0,0,3,"1",0.594592343764376
"A12","6","A33","A61","A42",35,"A122",0,"lessthan20",1,2,3,2,0,2,"0",0.269230021122914
"A11","42","A32","A61","A43",34,"A123",1,"morethan40",3,1,2,3,0,3,"1",0.751879181028559
"A14","36","A32","A63","A40",36,"A122",0,"20to40",2,4,2,0,2,2,"0",0.146350581923044
"A14","12","A34","A61","A46",32,"A123",0,"lessthan20",1,4,4,6,0,3,"0",0.0948329915521601
"A14","9","A34","A65","A46",41,"A122",0,"lessthan20",1,4,4,6,4,2,"0",0.0289217948727626
"A12","24","A34","A61","A410",39,"A123",1,"20to40",2,2,4,10,0,3,"1",0.312441393099258
"A14","18","A34","A61","A40",30,"A122",0,"lessthan20",1,4,4,0,0,2,"0",0.0812388805209071
"A12","15","A34","A65","A43",35,"A121",0,"lessthan20",1,2,4,3,4,1,"0",0.0751436527351508
"A11","21","A32","A64","A43",29,"A123",0,"20to40",2,1,2,3,3,3,"0",0.516323140691959
"A14","6","A32","A61","A43",29,"A121",0,"lessthan20",1,4,2,3,0,1,"0",0.121988218671545
"A13","9","A30","A61","A43",34,"A123",1,"lessthan20",1,3,0,3,0,3,"1",0.445699730405187
"A14","12","A34","A65","A46",61,"A123",0,"lessthan20",1,4,4,6,4,3,"0",0.0286470846169996
"A12","48","A30","A62","A49",34,"A124",1,"morethan40",3,2,0,9,1,4,"1",0.775479855423863
"A12","12","A34","A63","A40",36,"A123",0,"lessthan20",1,2,4,0,2,3,"0",0.177250786744289
"A12","12","A32","A61","A43",26,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.313754260346518
"A12","12","A32","A61","A40",32,"A123",0,"lessthan20",1,2,2,0,0,3,"0",0.422265968644111
"A12","36","A32","A61","A45",33,"A124",1,"20to40",2,2,2,5,0,4,"1",0.582385781500865
"A11","6","A31","A61","A46",35,"A124",1,"lessthan20",1,1,1,6,0,4,"1",0.686240310089349
"A14","4","A34","A61","A40",42,"A121",0,"lessthan20",1,4,4,0,0,1,"0",0.0548708754943413
"A11","6","A34","A63","A43",52,"A123",0,"lessthan20",1,1,4,3,2,3,"0",0.230349653088437
"A11","36","A32","A61","A42",30,"A122",0,"20to40",2,1,2,2,0,2,"0",0.613288598480703
"A11","6","A32","A61","A44",27,"A121",0,"lessthan20",1,1,2,4,0,1,"0",0.442466149175136
"A12","24","A34","A61","A42",25,"A123",1,"20to40",2,2,4,2,0,3,"1",0.373613087282339
"A14","15","A32","A65","A42",33,"A121",0,"lessthan20",1,4,2,2,4,1,"0",0.0524229171521853
"A14","60","A34","A65","A40",63,"A124",0,"morethan40",3,4,4,0,4,4,"0",0.0891920858754985
"A11","30","A30","A61","A42",32,"A121",0,"20to40",2,1,0,2,0,1,"0",0.71178111366692
"A14","6","A32","A63","A45",23,"A121",0,"lessthan20",1,4,2,5,2,1,"0",0.0868554242809629
"A11","24","A32","A61","A40",27,"A122",1,"20to40",2,1,2,0,0,2,"1",0.627714758612768
"A12","24","A33","A61","A43",33,"A123",0,"20to40",2,2,3,3,0,3,"0",0.432832284711367
"A14","24","A31","A61","A49",50,"A123",0,"20to40",2,4,1,9,0,3,"0",0.272211165767119
"A11","12","A32","A61","A40",24,"A121",1,"lessthan20",1,1,2,0,0,1,"1",0.462822592868168
"A12","18","A32","A63","A43",25,"A121",0,"lessthan20",1,2,2,3,2,1,"0",0.230072090154329
"A11","12","A32","A61","A40",29,"A122",0,"lessthan20",1,1,2,0,0,2,"0",0.510748656587622
"A11","12","A32","A61","A42",55,"A124",0,"lessthan20",1,1,2,2,0,4,"0",0.54755587032909
"A11","12","A32","A61","A42",53,"A124",1,"lessthan20",1,1,2,2,0,4,"1",0.554213177393623
"A11","48","A32","A61","A41",26,"A122",0,"morethan40",3,1,2,1,0,2,"0",0.726699788440757
"A14","6","A34","A62","A43",27,"A122",0,"lessthan20",1,4,4,3,1,2,"0",0.0668574554825559
"A11","30","A32","A61","A45",34,"A124",1,"20to40",2,1,2,5,0,4,"1",0.709816807677545
"A14","15","A32","A61","A41",33,"A123",0,"lessthan20",1,4,2,1,0,3,"0",0.184202153466653
"A12","30","A34","A61","A40",28,"A123",1,"20to40",2,2,4,0,0,3,"1",0.369071086476866
"A12","18","A34","A61","A43",33,"A123",1,"lessthan20",1,2,4,3,0,3,"1",0.252117653711121
"A11","18","A32","A64","A42",28,"A123",0,"lessthan20",1,1,2,2,3,3,"0",0.410162668337258
"A14","15","A34","A63","A43",47,"A122",0,"lessthan20",1,4,4,3,2,2,"0",0.04211011839683
"A14","24","A34","A61","A41",35,"A123",0,"20to40",2,4,4,1,0,3,"0",0.142878697007097
"A12","30","A33","A62","A49",41,"A122",0,"20to40",2,2,3,9,1,2,"0",0.285104764688309
"A11","18","A31","A61","A42",44,"A123",1,"lessthan20",1,1,1,2,0,3,"1",0.609228046328859
"A11","6","A34","A61","A43",31,"A123",0,"lessthan20",1,1,4,3,0,3,"0",0.381056149260289
"A14","24","A32","A61","A49",25,"A121",0,"20to40",2,4,2,9,0,1,"0",0.177975954484596
"A11","6","A32","A61","A40",41,"A121",0,"lessthan20",1,1,2,0,0,1,"0",0.406680444891945
"A13","15","A32","A61","A49",26,"A122",0,"lessthan20",1,3,2,9,0,2,"0",0.238401922723102
"A12","15","A31","A62","A40",34,"A122",1,"lessthan20",1,2,1,0,1,2,"1",0.388296036754891
"A14","15","A31","A62","A43",34,"A123",0,"lessthan20",1,4,1,3,1,3,"0",0.201438124031257
"A14","6","A34","A65","A43",34,"A121",0,"lessthan20",1,4,4,3,4,1,"0",0.0253937629883427
"A13","12","A33","A61","A40",36,"A123",0,"lessthan20",1,3,3,0,0,3,"0",0.212956147076474
"A14","12","A31","A63","A48",35,"A121",0,"lessthan20",1,4,1,8,2,1,"0",0.101476169834434
"A14","9","A32","A62","A43",35,"A123",0,"lessthan20",1,4,2,3,1,3,"0",0.147378262042472
"A14","24","A32","A62","A43",26,"A122",0,"20to40",2,4,2,3,1,2,"0",0.191395685554325
"A11","12","A32","A61","A42",53,"A124",1,"lessthan20",1,1,2,2,0,4,"1",0.554213177393623
"A11","6","A32","A63","A43",44,"A121",0,"lessthan20",1,1,2,3,2,1,"0",0.291489753803726
"A14","24","A34","A61","A49",74,"A121",0,"20to40",2,4,4,9,0,1,"0",0.051249812049148
