"","Status_Checking_Acc","Duration_in_Months","Credit_History","Savings_Acc","Purposre_Credit_Taken","Age","Property","Default_On_Payment","Duration_Monthwise","Duration_Dummy","Account_Status","Cedit_History_Dummy","Purpose_for_Credit","Savings_Acc_Dummy","Property_Dummy","Default_On_Payment1","predicted","deciles"
"244","A12","48","A33","A65","A49",38,"A124",0,"morethan40",3,2,3,9,4,4,"0",0.362163437469029,4
"245","A11","12","A32","A61","A40",24,"A121",1,"lessthan20",1,1,2,0,0,1,"1",0.462822592868168,3
"246","A11","12","A32","A65","A42",49,"A122",0,"lessthan20",1,1,2,2,4,2,"0",0.245186154806263,6
"247","A12","20","A33","A61","A410",29,"A123",0,"20to40",2,2,3,10,0,3,"0",0.428087261850922,3
"248","A12","12","A32","A61","A43",22,"A123",0,"lessthan20",1,2,2,3,0,3,"0",0.447618973134124,3
"249","A11","24","A32","A61","A40",31,"A122",1,"20to40",2,1,2,0,0,2,"1",0.615054438965043,1
"250","A12","12","A32","A62","A40",23,"A122",1,"lessthan20",1,2,2,0,1,2,"1",0.338269884003077,4
"251","A14","12","A32","A63","A42",29,"A123",1,"lessthan20",1,4,2,2,2,3,"1",0.13198716769262,8
"252","A11","6","A32","A63","A43",44,"A121",0,"lessthan20",1,1,2,3,2,1,"0",0.291489753803726,5
"253","A14","6","A32","A61","A40",54,"A121",0,"lessthan20",1,4,2,0,0,1,"0",0.0928998742343409,9
"254","A14","12","A32","A65","A40",50,"A123",0,"lessthan20",1,4,2,0,4,3,"0",0.0701840346439837,9
"255","A13","30","A34","A65","A43",49,"A122",0,"20to40",2,3,4,3,4,2,"0",0.0716113983115925,9
"256","A11","12","A31","A61","A48",45,"A123",0,"lessthan20",1,1,1,8,0,3,"0",0.590950502110984,2
"257","A14","21","A32","A64","A49",36,"A121",0,"20to40",2,4,2,9,3,1,"0",0.0881676547181758,9
"258","A12","48","A32","A65","A40",24,"A123",0,"morethan40",3,2,2,0,4,3,"0",0.455548092075043,3
"259","A12","24","A34","A62","A43",38,"A124",1,"20to40",2,2,4,3,1,4,"1",0.340242363385757,4
"260","A13","15","A32","A61","A43",25,"A121",1,"lessthan20",1,3,2,3,0,1,"1",0.206763593298788,6
"261","A14","24","A32","A61","A43",38,"A123",0,"20to40",2,4,2,3,0,3,"0",0.245308261090873,6
"262","A13","21","A34","A61","A46",33,"A123",1,"20to40",2,3,4,6,0,3,"1",0.224163402059529,6
"263","A12","45","A32","A62","A43",21,"A122",1,"morethan40",3,2,2,3,1,2,"1",0.557141104072517,2
"264","A11","12","A34","A61","A42",60,"A122",1,"lessthan20",1,1,4,2,0,2,"1",0.245262259175465,6
"265","A11","30","A32","A61","A42",23,"A121",1,"20to40",2,1,2,2,0,1,"1",0.573483820756301,2
"266","A12","12","A32","A61","A45",30,"A123",1,"lessthan20",1,2,2,5,0,3,"1",0.41609246923377,4
"267","A14","36","A32","A61","A41",32,"A124",0,"20to40",2,4,2,1,0,4,"0",0.31801567541949,4
"268","A14","24","A32","A61","A40",43,"A122",0,"20to40",2,4,2,0,0,2,"0",0.194824342367194,6
"269","A11","12","A30","A61","A43",28,"A122",1,"lessthan20",1,1,0,3,0,2,"1",0.680083286691357,1
"270","A11","30","A32","A61","A43",39,"A122",0,"20to40",2,1,2,3,0,2,"0",0.581666040856957,2
"271","A13","12","A32","A61","A43",23,"A121",0,"lessthan20",1,3,2,3,0,1,"0",0.211211722993315,6
"272","A12","30","A32","A61","A40",24,"A124",1,"20to40",2,2,2,0,0,4,"1",0.623851346892928,1
"273","A11","14","A32","A61","A40",22,"A124",0,"lessthan20",1,1,2,0,0,4,"0",0.658292387255499,1
"274","A12","18","A33","A65","A40",43,"A123",0,"lessthan20",1,2,3,0,4,3,"0",0.154012804301566,7
"275","A12","9","A32","A61","A43",27,"A123",0,"lessthan20",1,2,2,3,0,3,"0",0.431050472870803,3
"276","A14","24","A32","A61","A48",27,"A123",0,"20to40",2,4,2,8,0,3,"0",0.263459777740532,5
"277","A11","42","A32","A61","A42",45,"A122",0,"morethan40",3,1,2,2,0,2,"0",0.67081210962346,1
"278","A11","12","A32","A65","A40",23,"A123",1,"lessthan20",1,1,2,0,4,3,"1",0.378838206265171,4
"279","A12","21","A32","A61","A49",39,"A122",1,"20to40",2,2,2,9,0,2,"1",0.423486894539172,3
"280","A12","9","A32","A65","A40",33,"A121",0,"lessthan20",1,2,2,0,4,1,"0",0.151496584620839,7
"281","A14","15","A34","A62","A46",31,"A123",0,"lessthan20",1,4,4,6,1,3,"0",0.0785716363951904,9
"282","A14","24","A34","A62","A40",27,"A122",0,"20to40",2,4,4,0,1,2,"0",0.104133275366623,8
"283","A13","15","A34","A63","A41",36,"A123",0,"lessthan20",1,3,4,1,2,3,"0",0.107080787729322,8
"284","A12","18","A32","A64","A49",36,"A121",0,"lessthan20",1,2,2,9,3,1,"0",0.162739487676744,7
"285","A14","6","A33","A62","A49",34,"A121",0,"lessthan20",1,4,3,9,1,1,"0",0.0637078310793009,10
"286","A11","18","A32","A61","A43",26,"A121",1,"lessthan20",1,1,2,3,0,1,"1",0.448371656224298,3
"287","A14","20","A34","A65","A40",44,"A121",0,"20to40",2,4,4,0,4,1,"0",0.0356331108533412,10
"288","A12","9","A32","A61","A43",25,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.316658343806951,5
"289","A14","18","A32","A61","A42",47,"A122",0,"lessthan20",1,4,2,2,0,2,"0",0.12496821360073,8
"290","A12","16","A34","A61","A40",68,"A123",0,"lessthan20",1,2,4,0,0,3,"0",0.178449688879171,7
"291","A14","12","A32","A65","A43",37,"A124",0,"lessthan20",1,4,2,3,4,4,"0",0.101463871386409,9
"292","A12","18","A33","A65","A40",43,"A123",0,"lessthan20",1,2,3,0,4,3,"0",0.154012804301566,7
"293","A14","18","A32","A61","A43",32,"A124",0,"lessthan20",1,4,2,3,0,4,"0",0.225075793918182,6
"294","A14","30","A34","A61","A43",25,"A123",0,"20to40",2,4,4,3,0,3,"0",0.15736739378302,7
"295","A14","18","A33","A61","A49",28,"A123",1,"lessthan20",1,4,3,9,0,3,"1",0.133655687090398,8
"296","A11","36","A32","A61","A40",24,"A123",1,"20to40",2,1,2,0,0,3,"1",0.694670197899726,1
"297","A11","18","A34","A61","A42",24,"A121",1,"lessthan20",1,1,4,2,0,1,"1",0.289266532678962,5
"298","A11","9","A34","A61","A40",36,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.261247857533339,5
"299","A11","12","A32","A61","A42",20,"A123",1,"lessthan20",1,1,2,2,0,3,"1",0.599273593205888,2
"300","A14","18","A30","A61","A49",36,"A123",1,"lessthan20",1,4,0,9,0,3,"1",0.292543801422693,5
"301","A12","12","A32","A64","A42",19,"A121",0,"lessthan20",1,2,2,2,3,1,"0",0.208153383344594,6
"302","A14","30","A34","A61","A43",26,"A123",0,"20to40",2,4,4,3,0,3,"0",0.155591545656755,7
"303","A11","36","A32","A61","A43",31,"A123",1,"20to40",2,1,2,3,0,3,"1",0.667412742585532,1
"304","A11","18","A32","A61","A43",27,"A123",0,"lessthan20",1,1,2,3,0,3,"0",0.573906363846552,2
"305","A14","36","A34","A61","A42",23,"A122",1,"20to40",2,4,4,2,0,2,"1",0.130126223562059,8
"306","A14","48","A34","A65","A41",38,"A123",0,"morethan40",3,4,4,1,4,3,"0",0.0947563481246745,9
"307","A12","18","A34","A61","A43",33,"A123",1,"lessthan20",1,2,4,3,0,3,"1",0.252117653711121,5
"308","A11","24","A32","A61","A42",23,"A121",1,"20to40",2,1,2,2,0,1,"1",0.573483820756301,2
"309","A14","48","A32","A65","A49",38,"A121",1,"morethan40",3,4,2,9,4,1,"1",0.106217394858097,8
"310","A13","30","A34","A65","A43",49,"A122",0,"20to40",2,3,4,3,4,2,"0",0.0716113983115925,9
"311","A13","9","A32","A62","A43",49,"A121",0,"lessthan20",1,3,2,3,1,1,"0",0.131608447824861,8
"312","A11","24","A31","A61","A43",24,"A123",1,"20to40",2,1,1,3,0,3,"1",0.760462114884034,1
"313","A12","12","A32","A61","A43",26,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.313754260346518,5
"314","A14","9","A32","A61","A42",20,"A123",0,"lessthan20",1,4,2,2,0,3,"0",0.210206412181869,6
"315","A14","24","A32","A63","A43",35,"A123",1,"20to40",2,4,2,3,2,3,"1",0.179143096504954,7
"316","A14","18","A34","A61","A43",33,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.0963811375509123,9
"317","A11","15","A32","A61","A40",36,"A121",0,"lessthan20",1,1,2,0,0,1,"0",0.423008667015147,3
"318","A14","24","A34","A64","A40",37,"A121",0,"20to40",2,4,4,0,3,1,"0",0.0481241241911118,10
"319","A12","45","A34","A62","A41",27,"A123",0,"morethan40",3,2,4,1,1,3,"0",0.425544481080901,3
"320","A12","6","A33","A61","A42",35,"A122",0,"lessthan20",1,2,3,2,0,2,"0",0.269230021122914,5
"321","A14","18","A34","A61","A43",24,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.107454531841158,8
"322","A14","24","A34","A61","A42",33,"A123",0,"20to40",2,4,4,2,0,3,"0",0.144905749939296,7
"323","A12","12","A32","A61","A43",26,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.313754260346518,5
"324","A11","12","A32","A61","A42",42,"A123",0,"lessthan20",1,1,2,2,0,3,"0",0.526586823037541,2
"325","A14","6","A34","A65","A43",36,"A124",0,"lessthan20",1,4,4,3,4,4,"0",0.0523185092852793,10
"326","A12","6","A32","A61","A43",26,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.313754260346518,5
"327","A11","15","A32","A61","A43",27,"A121",0,"lessthan20",1,1,2,3,0,1,"0",0.44504633679761,3
"328","A12","24","A33","A65","A42",29,"A122",0,"20to40",2,2,3,2,4,2,"0",0.207057038686236,6
"329","A12","36","A34","A61","A41",34,"A123",0,"20to40",2,2,4,1,0,3,"0",0.34810440706432,4
"330","A14","21","A33","A62","A42",34,"A121",0,"20to40",2,4,3,2,1,1,"0",0.103221396370451,9
"331","A12","18","A32","A61","A41",21,"A123",0,"lessthan20",1,2,2,1,0,3,"0",0.456129238371315,3
"332","A11","24","A31","A63","A42",30,"A124",1,"20to40",2,1,1,2,2,4,"1",0.712071632307962,1
"333","A11","24","A31","A61","A40",29,"A124",1,"20to40",2,1,1,0,0,4,"1",0.798759578564282,1
"334","A14","42","A32","A65","A43",29,"A122",0,"morethan40",3,4,2,3,4,2,"0",0.156182337608472,7
"335","A14","18","A34","A64","A43",46,"A123",0,"lessthan20",1,4,4,3,3,3,"0",0.0443152069317475,10
"336","A14","18","A34","A62","A46",30,"A121",1,"lessthan20",1,4,4,6,1,1,"1",0.0489404027789307,10
"337","A12","15","A33","A64","A45",61,"A122",1,"lessthan20",1,2,3,5,3,2,"1",0.115291040359433,8
"338","A11","24","A32","A65","A42",30,"A122",0,"20to40",2,1,2,2,4,2,"0",0.39740046785015,4
"339","A12","24","A32","A63","A41",28,"A123",1,"20to40",2,2,2,1,2,3,"1",0.436265763497898,3
"340","A14","36","A32","A63","A40",36,"A122",0,"20to40",2,4,2,0,2,2,"0",0.146350581923044,7
"341","A11","12","A34","A61","A40",29,"A121",1,"lessthan20",1,1,4,0,0,1,"1",0.279828248584881,5
"342","A12","9","A32","A65","A42",24,"A123",0,"lessthan20",1,2,2,2,4,3,"0",0.248950724173677,6
"343","A14","54","A30","A65","A41",39,"A122",0,"morethan40",3,4,0,1,4,2,"0",0.255119915219051,5
"344","A11","10","A34","A65","A42",27,"A121",0,"lessthan20",1,1,4,2,4,1,"0",0.139821087555943,8
"345","A14","12","A34","A65","A46",61,"A123",0,"lessthan20",1,4,4,6,4,3,"0",0.0286470846169996,10
"346","A11","24","A32","A61","A43",30,"A123",1,"20to40",2,1,2,3,0,3,"1",0.670392447208639,1
"347","A12","24","A33","A62","A49",36,"A123",0,"20to40",2,2,3,9,1,3,"0",0.356003712643889,4
"348","A11","24","A32","A61","A42",24,"A121",0,"20to40",2,1,2,2,0,1,"0",0.570189723165104,2
"349","A12","9","A32","A63","A43",66,"A121",0,"lessthan20",1,2,2,3,2,1,"0",0.146849844671739,7
"350","A11","10","A32","A61","A43",52,"A121",0,"lessthan20",1,1,2,3,0,1,"0",0.364227911448219,4
"351","A13","12","A32","A61","A40",26,"A121",0,"lessthan20",1,3,2,0,0,1,"0",0.209715649551541,6
"352","A14","36","A30","A61","A45",27,"A123",0,"20to40",2,4,0,5,0,3,"0",0.433485157797931,3
"353","A11","12","A32","A61","A41",35,"A124",1,"lessthan20",1,1,2,1,0,4,"1",0.615463413258272,1
"354","A14","12","A32","A65","A40",45,"A122",0,"lessthan20",1,4,2,0,4,2,"0",0.0586431417390413,10
"355","A11","6","A31","A61","A46",35,"A124",1,"lessthan20",1,1,1,6,0,4,"1",0.686240310089349,1
"356","A14","21","A34","A65","A40",30,"A124",1,"20to40",2,4,4,0,4,4,"1",0.088501681521146,9
"357","A12","26","A32","A61","A41",30,"A123",0,"20to40",2,2,2,1,0,3,"0",0.538795112899649,2
"358","A14","18","A34","A61","A42",35,"A123",0,"lessthan20",1,4,4,2,0,3,"0",0.0949575040440738,9
"359","A13","12","A32","A61","A42",33,"A122",0,"lessthan20",1,3,2,2,0,2,"0",0.234608585838711,6
"360","A12","24","A32","A62","A43",29,"A123",0,"20to40",2,2,2,3,1,3,"0",0.482176243133192,3
"361","A14","30","A32","A65","A43",58,"A123",0,"20to40",2,4,2,3,4,3,"0",0.0936091626045724,9
"362","A14","24","A32","A65","A43",44,"A123",1,"20to40",2,4,2,3,4,3,"1",0.110860250456218,8
"363","A14","12","A33","A61","A41",41,"A121",0,"lessthan20",1,4,3,1,0,1,"0",0.0773571943901781,9
"364","A14","24","A34","A61","A410",27,"A124",0,"20to40",2,4,4,10,0,4,"0",0.179642591177281,7
"365","A14","10","A32","A61","A43",38,"A122",0,"lessthan20",1,4,2,3,0,2,"0",0.137576496307044,8
"366","A11","12","A34","A61","A40",29,"A121",1,"lessthan20",1,1,4,0,0,1,"1",0.279828248584881,5
"367","A14","15","A32","A65","A42",33,"A121",0,"lessthan20",1,4,2,2,4,1,"0",0.0524229171521853,10
"368","A13","21","A32","A62","A40",28,"A123",0,"20to40",2,3,2,0,1,3,"0",0.353912411376462,4
"369","A14","12","A32","A61","A42",31,"A121",0,"lessthan20",1,4,2,2,0,1,"0",0.120236675184624,8
"370","A14","6","A32","A63","A44",62,"A121",0,"lessthan20",1,4,2,4,2,1,"0",0.0538138389169402,10
"371","A14","15","A32","A65","A40",29,"A124",0,"lessthan20",1,4,2,0,4,4,"0",0.114855948516332,8
"372","A12","36","A32","A61","A43",24,"A123",0,"20to40",2,2,2,3,0,3,"0",0.553620981866217,2
"373","A11","24","A32","A61","A40",23,"A123",1,"20to40",2,1,2,0,0,3,"1",0.697516376183788,1
"374","A14","12","A34","A65","A45",23,"A121",0,"lessthan20",1,4,4,5,4,1,"0",0.0287362070814773,10
"375","A14","15","A32","A65","A42",33,"A121",0,"lessthan20",1,4,2,2,4,1,"0",0.0524229171521853,10
"376","A12","9","A34","A61","A43",37,"A121",0,"lessthan20",1,2,4,3,0,1,"0",0.159804981766176,7
"377","A14","18","A32","A61","A49",34,"A123",0,"lessthan20",1,4,2,9,0,3,"0",0.170058704454626,7
"378","A14","6","A32","A61","A43",29,"A121",0,"lessthan20",1,4,2,3,0,1,"0",0.121988218671545,8
"379","A12","14","A32","A63","A49",35,"A121",0,"lessthan20",1,2,2,9,2,1,"0",0.196997926254988,6
"380","A11","36","A32","A61","A41",26,"A122",1,"20to40",2,1,2,1,0,2,"1",0.628415818717274,1
"381","A14","15","A32","A65","A43",40,"A121",0,"lessthan20",1,4,2,3,4,1,"0",0.0474621795094317,10
"382","A14","36","A33","A65","A49",27,"A123",1,"20to40",2,4,3,9,4,3,"1",0.0927499780122342,9
"383","A14","28","A34","A61","A43",29,"A123",0,"20to40",2,4,4,3,0,3,"0",0.150362013940499,7
"384","A14","24","A33","A61","A41",35,"A123",0,"20to40",2,4,3,1,0,3,"0",0.193558071794165,6
"385","A14","12","A32","A65","A40",52,"A124",0,"lessthan20",1,4,2,0,4,4,"0",0.0869452306533861,9
"386","A11","20","A34","A61","A42",24,"A122",0,"20to40",2,1,4,2,0,2,"0",0.45334205267289,3
"387","A12","15","A31","A62","A40",34,"A122",1,"lessthan20",1,2,1,0,1,2,"1",0.388296036754891,4
"388","A11","24","A32","A61","A43",28,"A123",0,"20to40",2,1,2,3,0,3,"0",0.67631079190678,1
"389","A12","36","A32","A61","A40",57,"A124",1,"20to40",2,2,2,0,0,4,"1",0.515480111961706,2
"390","A11","15","A32","A61","A40",28,"A123",0,"lessthan20",1,1,2,0,0,3,"0",0.578278901375262,2
"391","A14","30","A32","A63","A43",30,"A123",0,"20to40",2,4,2,3,2,3,"0",0.189249660632454,7
"392","A11","18","A32","A61","A40",23,"A123",1,"lessthan20",1,1,2,0,0,3,"1",0.594592343764376,2
"393","A11","36","A34","A61","A42",46,"A122",0,"20to40",2,1,4,2,0,2,"0",0.381504329546974,4
"394","A12","11","A33","A61","A43",51,"A122",0,"lessthan20",1,2,3,3,0,2,"0",0.227188987585374,6
"395","A11","12","A32","A62","A43",20,"A122",1,"lessthan20",1,1,2,3,1,2,"1",0.478354360463003,3
"396","A11","12","A30","A61","A43",28,"A122",1,"lessthan20",1,1,0,3,0,2,"1",0.680083286691357,1
"397","A11","6","A34","A61","A40",40,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.250995585288351,5
"398","A11","9","A32","A61","A40",27,"A124",1,"lessthan20",1,1,2,0,0,4,"1",0.643003210007816,1
"399","A11","24","A32","A65","A40",29,"A123",1,"20to40",2,1,2,0,4,3,"1",0.46936556374547,3
"400","A12","15","A30","A61","A40",26,"A121",1,"lessthan20",1,2,0,0,0,1,"1",0.494448152945366,3
"401","A11","12","A32","A61","A42",21,"A122",0,"lessthan20",1,1,2,2,0,2,"0",0.53238671404681,2
"402","A12","9","A32","A61","A46",67,"A122",0,"lessthan20",1,2,2,6,0,2,"0",0.248552185195188,6
"403","A14","6","A34","A61","A43",28,"A123",0,"lessthan20",1,4,4,3,0,3,"0",0.102401057279329,9
"404","A13","12","A34","A63","A40",66,"A124",0,"lessthan20",1,3,4,0,2,4,"0",0.0949338436790001,9
"405","A13","12","A31","A61","A49",26,"A121",1,"lessthan20",1,3,1,9,0,1,"1",0.258038513404819,5
"406","A13","24","A32","A63","A43",57,"A123",0,"20to40",2,3,2,3,2,3,"0",0.223952133940385,6
"407","A12","13","A34","A61","A43",23,"A121",0,"lessthan20",1,2,4,3,0,1,"0",0.18674183419862,7
"408","A14","18","A32","A61","A49",34,"A123",0,"lessthan20",1,4,2,9,0,3,"0",0.170058704454626,7
"409","A11","21","A31","A65","A40",40,"A122",1,"20to40",2,1,1,0,4,2,"1",0.458740344530546,3
"410","A11","8","A34","A61","A40",47,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.233708383577164,6
"411","A14","24","A34","A65","A41",46,"A122",0,"20to40",2,4,4,1,4,2,"0",0.0440954599369212,10
"412","A14","36","A34","A61","A42",23,"A122",1,"20to40",2,4,4,2,0,2,"1",0.130126223562059,8
"413","A14","60","A32","A62","A43",21,"A121",0,"morethan40",3,4,2,3,1,1,"0",0.234973691819952,6
"414","A12","48","A32","A61","A43",22,"A121",0,"morethan40",3,2,2,3,0,1,"0",0.543942047275368,2
"415","A11","30","A32","A61","A43",39,"A122",0,"20to40",2,1,2,3,0,2,"0",0.581666040856957,2
"416","A13","12","A32","A61","A42",33,"A122",0,"lessthan20",1,3,2,2,0,2,"0",0.234608585838711,6
"417","A14","12","A32","A65","A43",21,"A123",0,"lessthan20",1,4,2,3,4,3,"0",0.0975230704919636,9
"418","A11","6","A32","A62","A40",43,"A122",0,"lessthan20",1,1,2,0,1,2,"0",0.409816651173721,4
"419","A12","9","A32","A65","A42",24,"A123",0,"lessthan20",1,2,2,2,4,3,"0",0.248950724173677,6
"420","A12","20","A33","A65","A41",36,"A122",0,"20to40",2,2,3,1,4,2,"0",0.193647249313488,6
"421","A12","18","A30","A61","A42",33,"A123",0,"lessthan20",1,2,0,2,0,3,"0",0.594167271060662,2
"422","A11","24","A32","A61","A41",29,"A124",0,"20to40",2,1,2,1,0,4,"0",0.731761374439193,1
"423","A13","12","A32","A61","A42",33,"A122",0,"lessthan20",1,3,2,2,0,2,"0",0.234608585838711,6
"424","A12","18","A32","A63","A43",25,"A121",0,"lessthan20",1,2,2,3,2,1,"0",0.230072090154329,6
"425","A12","24","A34","A62","A43",38,"A124",1,"20to40",2,2,4,3,1,4,"1",0.340242363385757,4
"426","A11","24","A32","A65","A42",30,"A122",0,"20to40",2,1,2,2,4,2,"0",0.39740046785015,4
"427","A12","18","A32","A61","A49",33,"A121",0,"lessthan20",1,2,2,9,0,1,"0",0.28099667963719,5
"428","A11","40","A34","A61","A46",27,"A124",1,"morethan40",3,1,4,6,0,4,"1",0.668559759103221,1
"429","A11","24","A32","A61","A43",64,"A121",0,"20to40",2,1,2,3,0,1,"0",0.433890729312581,3
"430","A11","12","A32","A61","A42",42,"A123",0,"lessthan20",1,1,2,2,0,3,"0",0.526586823037541,2
"431","A14","12","A34","A65","A43",33,"A122",1,"lessthan20",1,4,4,3,4,2,"1",0.0330917660969562,10
"432","A11","48","A32","A61","A41",26,"A122",0,"morethan40",3,1,2,1,0,2,"0",0.726699788440757,1
"433","A11","10","A34","A61","A40",49,"A122",0,"lessthan20",1,1,4,0,0,2,"0",0.277852233706772,5
"434","A12","12","A32","A62","A49",23,"A121",0,"lessthan20",1,2,2,9,1,1,"0",0.264181369097296,5
"435","A14","12","A31","A63","A48",35,"A121",0,"lessthan20",1,4,1,8,2,1,"0",0.101476169834434,9
"436","A12","18","A32","A61","A41",21,"A123",0,"lessthan20",1,2,2,1,0,3,"0",0.456129238371315,3
"437","A12","16","A34","A61","A40",68,"A123",0,"lessthan20",1,2,4,0,0,3,"0",0.178449688879171,7
"438","A14","30","A32","A65","A41",24,"A122",0,"20to40",2,4,2,1,4,2,"0",0.113926005063667,8
"439","A14","48","A34","A65","A49",46,"A123",0,"morethan40",3,4,4,9,4,3,"0",0.0795737252202145,9
"440","A14","24","A34","A61","A43",47,"A124",0,"20to40",2,4,4,3,0,4,"0",0.152557314859485,7
"441","A14","24","A33","A65","A40",54,"A123",0,"20to40",2,4,3,0,4,3,"0",0.0724469318749156,9
"442","A14","11","A34","A61","A40",35,"A123",0,"lessthan20",1,4,4,0,0,3,"0",0.0967694623244802,9
"443","A11","9","A32","A61","A43",22,"A122",1,"lessthan20",1,1,2,3,0,2,"1",0.526430660599961,2
"444","A11","12","A32","A64","A40",31,"A122",0,"lessthan20",1,1,2,0,3,2,"0",0.344793211960808,4
"445","A12","18","A33","A61","A45",44,"A121",0,"lessthan20",1,2,3,5,0,1,"0",0.196196848730905,6
"446","A11","24","A32","A61","A43",21,"A121",1,"20to40",2,1,2,3,0,1,"1",0.577503834741203,2
"447","A11","21","A32","A61","A43",25,"A121",1,"20to40",2,1,2,3,0,1,"1",0.564321134381337,2
"448","A12","60","A33","A65","A43",27,"A121",0,"morethan40",3,2,3,3,4,1,"0",0.243600067728848,6
"449","A11","9","A34","A61","A40",36,"A121",0,"lessthan20",1,1,4,0,0,1,"0",0.261247857533339,5
"450","A14","24","A32","A61","A48",27,"A123",0,"20to40",2,4,2,8,0,3,"0",0.263459777740532,5
"451","A14","36","A32","A65","A49",37,"A122",0,"20to40",2,4,2,9,4,2,"0",0.0903162357177044,9
"452","A12","11","A32","A64","A42",20,"A121",0,"lessthan20",1,2,2,2,3,1,"0",0.205944499754414,6
"453","A11","48","A30","A61","A42",53,"A124",1,"morethan40",3,1,0,2,0,4,"1",0.864338154032559,1
"454","A12","24","A34","A65","A49",34,"A124",0,"20to40",2,2,4,9,4,4,"0",0.209289258730089,6
"455","A11","24","A32","A61","A40",45,"A121",1,"20to40",2,1,2,0,0,1,"1",0.505248275550803,3
"456","A11","15","A33","A61","A42",27,"A122",0,"lessthan20",1,1,3,2,0,2,"0",0.421766567417244,3
"457","A11","18","A32","A61","A40",23,"A123",1,"lessthan20",1,1,2,0,0,3,"1",0.594592343764376,2
"458","A12","6","A33","A61","A42",35,"A122",0,"lessthan20",1,2,3,2,0,2,"0",0.269230021122914,5
"459","A11","42","A32","A61","A43",34,"A123",1,"morethan40",3,1,2,3,0,3,"1",0.751879181028559,1
"460","A14","36","A32","A63","A40",36,"A122",0,"20to40",2,4,2,0,2,2,"0",0.146350581923044,7
"461","A14","12","A34","A61","A46",32,"A123",0,"lessthan20",1,4,4,6,0,3,"0",0.0948329915521601,9
"462","A14","9","A34","A65","A46",41,"A122",0,"lessthan20",1,4,4,6,4,2,"0",0.0289217948727626,10
"463","A12","24","A34","A61","A410",39,"A123",1,"20to40",2,2,4,10,0,3,"1",0.312441393099258,5
"464","A14","18","A34","A61","A40",30,"A122",0,"lessthan20",1,4,4,0,0,2,"0",0.0812388805209071,9
"465","A12","15","A34","A65","A43",35,"A121",0,"lessthan20",1,2,4,3,4,1,"0",0.0751436527351508,9
"466","A11","21","A32","A64","A43",29,"A123",0,"20to40",2,1,2,3,3,3,"0",0.516323140691959,2
"467","A14","6","A32","A61","A43",29,"A121",0,"lessthan20",1,4,2,3,0,1,"0",0.121988218671545,8
"468","A13","9","A30","A61","A43",34,"A123",1,"lessthan20",1,3,0,3,0,3,"1",0.445699730405187,3
"469","A14","12","A34","A65","A46",61,"A123",0,"lessthan20",1,4,4,6,4,3,"0",0.0286470846169996,10
"470","A12","48","A30","A62","A49",34,"A124",1,"morethan40",3,2,0,9,1,4,"1",0.775479855423863,1
"471","A12","12","A34","A63","A40",36,"A123",0,"lessthan20",1,2,4,0,2,3,"0",0.177250786744289,7
"472","A12","12","A32","A61","A43",26,"A121",0,"lessthan20",1,2,2,3,0,1,"0",0.313754260346518,5
"473","A12","12","A32","A61","A40",32,"A123",0,"lessthan20",1,2,2,0,0,3,"0",0.422265968644111,3
"474","A12","36","A32","A61","A45",33,"A124",1,"20to40",2,2,2,5,0,4,"1",0.582385781500865,2
